          Time          EPPLX           EPPLY           EPPLZ          EPPLXY          EPPLYZ          EPPLXZ           EPPL1          EPPL2          EPPL3         EPPLINT         EPPLEQV           EPEQ            PLWK
   2.60980E-02    9.72157E-03   -1.94431E-02    9.72157E-03    5.55296E-18     0.0000         0.0000        9.72157E-03    9.72157E-03   -1.94431E-02    2.91647E-02    1.94431E-02    1.94431E-02    5.18987E-03
   2.70980E-02    1.02221E-02   -2.04441E-02    1.02221E-02    1.83484E-18     0.0000         0.0000        1.02221E-02    1.02221E-02   -2.04441E-02    3.06662E-02    2.04441E-02    2.04441E-02    6.59128E-03
   2.80980E-02    1.07226E-02   -2.14451E-02    1.07226E-02    2.55451E-18     0.0000         0.0000        1.07226E-02    1.07226E-02   -2.14451E-02    3.21677E-02    2.14451E-02    2.14451E-02    7.99268E-03
   2.90980E-02    1.12231E-02   -2.24461E-02    1.12231E-02   -1.71922E-18     0.0000         0.0000        1.12231E-02    1.12231E-02   -2.24461E-02    3.36692E-02    2.24461E-02    2.24461E-02    9.39408E-03
   3.00980E-02    1.17236E-02   -2.34471E-02    1.17236E-02   -3.43358E-18     0.0000         0.0000        1.17236E-02    1.17236E-02   -2.34471E-02    3.51707E-02    2.34471E-02    2.34471E-02    9.39408E-03
   3.10980E-02    1.22241E-02   -2.44481E-02    1.22241E-02   -6.86299E-18     0.0000         0.0000        1.22241E-02    1.22241E-02   -2.44481E-02    3.66722E-02    2.44481E-02    2.44481E-02    1.07955E-02
   3.20980E-02    1.27246E-02   -2.54491E-02    1.27246E-02   -3.93853E-18     0.0000         0.0000        1.27246E-02    1.27246E-02   -2.54491E-02    3.81737E-02    2.54491E-02    2.54491E-02    1.07955E-02
   3.30980E-02    1.32251E-02   -2.64501E-02    1.32251E-02    4.44389E-18     0.0000         0.0000        1.32251E-02    1.32251E-02   -2.64501E-02    3.96752E-02    2.64501E-02    2.64501E-02    1.07955E-02
   3.40980E-02    1.37256E-02   -2.74511E-02    1.37256E-02   -4.00979E-18     0.0000         0.0000        1.37256E-02    1.37256E-02   -2.74511E-02    4.11767E-02    2.74511E-02    2.74511E-02    1.07955E-02
   3.50980E-02    1.42261E-02   -2.84522E-02    1.42261E-02   -3.44441E-18     0.0000         0.0000        1.42261E-02    1.42261E-02   -2.84522E-02    4.26782E-02    2.84522E-02    2.84522E-02    1.07955E-02
   3.60980E-02    1.47266E-02   -2.94532E-02    1.47266E-02   -1.86129E-17     0.0000         0.0000        1.47266E-02    1.47266E-02   -2.94532E-02    4.41797E-02    2.94532E-02    2.94532E-02    1.07955E-02
   3.70980E-02    1.52271E-02   -3.04542E-02    1.52271E-02   -2.38156E-17     0.0000         0.0000        1.52271E-02    1.52271E-02   -3.04542E-02    4.56812E-02    3.04542E-02    3.04542E-02    1.07955E-02
   3.80980E-02    1.57276E-02   -3.14552E-02    1.57276E-02   -2.24143E-17     0.0000         0.0000        1.57276E-02    1.57276E-02   -3.14552E-02    4.71827E-02    3.14552E-02    3.14552E-02    1.07955E-02
   3.90980E-02    1.62281E-02   -3.24562E-02    1.62281E-02   -1.53404E-17     0.0000         0.0000        1.62281E-02    1.62281E-02   -3.24562E-02    4.86842E-02    3.24562E-02    3.24562E-02    1.07955E-02
   4.00980E-02    1.67286E-02   -3.34572E-02    1.67286E-02   -1.12206E-17     0.0000         0.0000        1.67286E-02    1.67286E-02   -3.34572E-02    5.01857E-02    3.34572E-02    3.34572E-02    1.21969E-02
   4.10980E-02    1.72291E-02   -3.44582E-02    1.72291E-02   -2.52927E-17     0.0000         0.0000        1.72291E-02    1.72291E-02   -3.44582E-02    5.16872E-02    3.44582E-02    3.44582E-02    1.35983E-02
