          Time          EPELX           EPELY           EPELZ          EPELXY          EPELYZ          EPELXZ           EPEL1          EPEL2          EPEL3         EPELINT          EPELEQ
   1.70980E-02    4.44602E-03   -6.31312E-03   -6.44769E-04    2.90205E-18     0.0000         0.0000        4.44602E-03   -6.44769E-04   -6.31312E-03    1.07591E-02    6.21478E-03
   1.80980E-02    4.45927E-03   -6.30129E-03   -6.75160E-04   -1.51124E-17     0.0000         0.0000        4.45927E-03   -6.75160E-04   -6.30129E-03    1.07606E-02    6.21478E-03
   1.90980E-02    4.47036E-03   -6.29123E-03   -7.01053E-04    1.94446E-17     0.0000         0.0000        4.47036E-03   -7.01053E-04   -6.29123E-03    1.07616E-02    6.21478E-03
   2.00980E-02    4.47935E-03   -6.28298E-03   -7.23148E-04   -1.15741E-18     0.0000         0.0000        4.47935E-03   -7.23148E-04   -6.28298E-03    1.07623E-02    6.21478E-03
   2.10980E-02    4.48685E-03   -6.27601E-03   -7.42020E-04    1.07295E-17     0.0000         0.0000        4.48685E-03   -7.42020E-04   -6.27601E-03    1.07629E-02    6.21478E-03
   2.20980E-02    4.49326E-03   -6.26999E-03   -7.58136E-04   -2.02130E-17     0.0000         0.0000        4.49326E-03   -7.58136E-04   -6.26999E-03    1.07633E-02    6.21478E-03
   2.30980E-02    4.49875E-03   -6.26479E-03   -7.71893E-04   -1.70475E-17     0.0000         0.0000        4.49875E-03   -7.71893E-04   -6.26479E-03    1.07635E-02    6.21478E-03
   2.40980E-02    4.50343E-03   -6.26032E-03   -7.83633E-04   -5.59917E-18     0.0000         0.0000        4.50343E-03   -7.83633E-04   -6.26032E-03    1.07637E-02    6.21478E-03
   2.50980E-02    4.50740E-03   -6.25650E-03   -7.93652E-04    2.45370E-17     0.0000         0.0000        4.50740E-03   -7.93652E-04   -6.25650E-03    1.07639E-02    6.21478E-03
   2.60980E-02    4.51079E-03   -6.25323E-03   -8.02201E-04   -2.61208E-17     0.0000         0.0000        4.51079E-03   -8.02201E-04   -6.25323E-03    1.07640E-02    6.21478E-03
   2.70980E-02    4.51367E-03   -6.25042E-03   -8.09496E-04    1.37860E-18     0.0000         0.0000        4.51367E-03   -8.09496E-04   -6.25042E-03    1.07641E-02    6.21478E-03
   2.80980E-02    4.51612E-03   -6.24803E-03   -8.15720E-04   -2.80944E-17     0.0000         0.0000        4.51612E-03   -8.15720E-04   -6.24803E-03    1.07642E-02    6.21478E-03
   2.90980E-02    4.51821E-03   -6.24598E-03   -8.21030E-04   -2.36909E-17     0.0000         0.0000        4.51821E-03   -8.21030E-04   -6.24598E-03    1.07642E-02    6.21478E-03
   3.00980E-02    4.52000E-03   -6.24423E-03   -8.25561E-04   -2.42364E-18     0.0000         0.0000        4.52000E-03   -8.25561E-04   -6.24423E-03    1.07642E-02    6.21478E-03
   3.10980E-02    4.52152E-03   -6.24273E-03   -8.29425E-04    6.73300E-18     0.0000         0.0000        4.52152E-03   -8.29425E-04   -6.24273E-03    1.07642E-02    6.21478E-03
   3.20980E-02    4.52281E-03   -6.24145E-03   -8.32722E-04   -2.94290E-17     0.0000         0.0000        4.52281E-03   -8.32722E-04   -6.24145E-03    1.07643E-02    6.21478E-03
   3.30980E-02    4.52391E-03   -6.24036E-03   -8.35535E-04    1.02910E-17     0.0000         0.0000        4.52391E-03   -8.35535E-04   -6.24036E-03    1.07643E-02    6.21478E-03
   3.40980E-02    4.52485E-03   -6.23943E-03   -8.37934E-04   -8.87544E-18     0.0000         0.0000        4.52485E-03   -8.37934E-04   -6.23943E-03    1.07643E-02    6.21478E-03
   3.50980E-02    4.52566E-03   -6.23863E-03   -8.39980E-04   -2.50367E-17     0.0000         0.0000        4.52566E-03   -8.39980E-04   -6.23863E-03    1.07643E-02    6.21478E-03
   3.60980E-02    4.52634E-03   -6.23795E-03   -8.41726E-04   -9.40927E-18     0.0000         0.0000        4.52634E-03   -8.41726E-04   -6.23795E-03    1.07643E-02    6.21478E-03
   3.70980E-02    4.52692E-03   -6.23737E-03   -8.43215E-04    3.76786E-18     0.0000         0.0000        4.52692E-03   -8.43215E-04   -6.23737E-03    1.07643E-02    6.21478E-03
   3.80980E-02    4.52742E-03   -6.23688E-03   -8.44485E-04   -2.67381E-18     0.0000         0.0000        4.52742E-03   -8.44485E-04   -6.23688E-03    1.07643E-02    6.21478E-03
   3.90980E-02    4.52784E-03   -6.23646E-03   -8.45568E-04    2.11489E-17     0.0000         0.0000        4.52784E-03   -8.45568E-04   -6.23646E-03    1.07643E-02    6.21478E-03
   4.00980E-02    4.52821E-03   -6.23610E-03   -8.46492E-04    6.13092E-18     0.0000         0.0000        4.52821E-03   -8.46492E-04   -6.23610E-03    1.07643E-02    6.21478E-03
   4.10980E-02    4.52851E-03   -6.23579E-03   -8.47280E-04   -6.53210E-18     0.0000         0.0000        4.52851E-03   -8.47280E-04   -6.23579E-03    1.07643E-02    6.21478E-03
   4.20980E-02    4.52878E-03   -6.23553E-03   -8.47953E-04   -1.72094E-17     0.0000         0.0000        4.52878E-03   -8.47953E-04   -6.23553E-03    1.07643E-02    6.21478E-03
   4.30980E-02    4.52900E-03   -6.23530E-03   -8.48526E-04   -1.45108E-17     0.0000         0.0000        4.52900E-03   -8.48526E-04   -6.23530E-03    1.07643E-02    6.21478E-03
   4.40980E-02    4.52919E-03   -6.23511E-03   -8.49015E-04   -6.38454E-18     0.0000         0.0000        4.52919E-03   -8.49015E-04   -6.23511E-03    1.07643E-02    6.21478E-03
   4.50980E-02    4.52936E-03   -6.23495E-03   -8.49432E-04   -3.46373E-17     0.0000         0.0000        4.52936E-03   -8.49432E-04   -6.23495E-03    1.07643E-02    6.21478E-03
   4.60980E-02    4.52950E-03   -6.23481E-03   -8.49788E-04   -2.33549E-17     0.0000         0.0000        4.52950E-03   -8.49788E-04   -6.23481E-03    1.07643E-02    6.21478E-03
   4.70980E-02    4.52961E-03   -6.23469E-03   -8.50092E-04   -1.96925E-17     0.0000         0.0000        4.52961E-03   -8.50092E-04   -6.23469E-03    1.07643E-02    6.21478E-03
   4.80980E-02    4.52972E-03   -6.23459E-03   -8.50350E-04    3.02017E-17     0.0000         0.0000        4.52972E-03   -8.50350E-04   -6.23459E-03    1.07643E-02    6.21478E-03
   4.90980E-02    4.52980E-03   -6.23451E-03   -8.50571E-04   -2.13405E-17     0.0000         0.0000        4.52980E-03   -8.50571E-04   -6.23451E-03    1.07643E-02    6.21478E-03
   5.00980E-02    4.52987E-03   -6.23443E-03   -8.50760E-04   -4.13970E-17     0.0000         0.0000        4.52987E-03   -8.50760E-04   -6.23443E-03    1.07643E-02    6.21478E-03
   5.10980E-02    4.44391E-03   -6.11389E-03   -8.48802E-04   -2.26936E-17     0.0000         0.0000        4.44391E-03   -8.48802E-04   -6.11389E-03    1.05578E-02    6.09556E-03
   5.20980E-02    4.36354E-03   -5.98613E-03   -8.44031E-04    2.12366E-17     0.0000         0.0000        4.36354E-03   -8.44031E-04   -5.98613E-03    1.03497E-02    5.97542E-03
   5.30980E-02    4.28169E-03   -5.85987E-03   -8.36920E-04   -1.66776E-17     0.0000         0.0000        4.28169E-03   -8.36920E-04   -5.85987E-03    1.01416E-02    5.85532E-03
   5.40980E-02    4.19752E-03   -5.73627E-03   -8.28031E-04   -5.31647E-17     0.0000         0.0000        4.19752E-03   -8.28031E-04   -5.73627E-03    9.93379E-03    5.73541E-03
   5.50980E-02    4.11220E-03   -5.61390E-03   -8.17690E-04    5.25919E-17     0.0000         0.0000        4.11220E-03   -8.17690E-04   -5.61390E-03    9.72611E-03    5.61555E-03
   5.60980E-02    4.02648E-03   -5.49190E-03   -8.06088E-04    5.93352E-17     0.0000         0.0000        4.02648E-03   -8.06088E-04   -5.49190E-03    9.51838E-03    5.49566E-03
   5.70980E-02    3.94047E-03   -5.37012E-03   -7.93385E-04   -2.50682E-18     0.0000         0.0000        3.94047E-03   -7.93385E-04   -5.37012E-03    9.31060E-03    5.37573E-03
   5.80980E-02    3.85415E-03   -5.24864E-03   -7.79739E-04   -7.56794E-18     0.0000         0.0000        3.85415E-03   -7.79739E-04   -5.24864E-03    9.10279E-03    5.25579E-03
   5.90980E-02    3.76749E-03   -5.12749E-03   -7.65299E-04    2.71668E-17     0.0000         0.0000        3.76749E-03   -7.65299E-04   -5.12749E-03    8.89498E-03    5.13583E-03
   6.00980E-02    3.68055E-03   -5.00661E-03   -7.50190E-04    1.60536E-17     0.0000         0.0000        3.68055E-03   -7.50190E-04   -5.00661E-03    8.68716E-03    5.01587E-03
   6.10980E-02    3.59339E-03   -4.88595E-03   -7.34518E-04    4.55515E-17     0.0000         0.0000        3.59339E-03   -7.34518E-04   -4.88595E-03    8.47934E-03    4.89590E-03
   6.20980E-02    3.50605E-03   -4.76547E-03   -7.18375E-04    5.21305E-17     0.0000         0.0000        3.50605E-03   -7.18375E-04   -4.76547E-03    8.27152E-03    4.77593E-03
   6.30980E-02    3.41855E-03   -4.64515E-03   -7.01838E-04   -3.51626E-17     0.0000         0.0000        3.41855E-03   -7.01838E-04   -4.64515E-03    8.06370E-03    4.65595E-03
   6.40980E-02    3.33092E-03   -4.52495E-03   -6.84974E-04    4.81379E-17     0.0000         0.0000        3.33092E-03   -6.84974E-04   -4.52495E-03    7.85587E-03    4.53597E-03
   6.50980E-02    3.24319E-03   -4.40486E-03   -6.67839E-04    5.85864E-17     0.0000         0.0000        3.24319E-03   -6.67839E-04   -4.40486E-03    7.64804E-03    4.41598E-03
   6.60980E-02    3.15537E-03   -4.28485E-03   -6.50482E-04   -1.89314E-17     0.0000         0.0000        3.15537E-03   -6.50482E-04   -4.28485E-03    7.44022E-03    4.29599E-03
   6.70980E-02    3.15486E-03   -4.28554E-03   -6.37468E-04    3.97105E-17     0.0000         0.0000        3.15486E-03   -6.37468E-04   -4.28554E-03    7.44041E-03    4.29599E-03
   6.80980E-02    3.14835E-03   -4.29224E-03   -6.27517E-04    1.07879E-16     0.0000         0.0000        3.14835E-03   -6.27517E-04   -4.29224E-03    7.44060E-03    4.29599E-03
   6.90980E-02    3.14348E-03   -4.29723E-03   -6.19822E-04    7.40891E-17     0.0000         0.0000        3.14348E-03   -6.19822E-04   -4.29723E-03    7.44071E-03    4.29599E-03
   7.00980E-02    3.14088E-03   -4.29989E-03   -6.13688E-04    1.23983E-16     0.0000         0.0000        3.14088E-03   -6.13688E-04   -4.29989E-03    7.44077E-03    4.29599E-03
   7.10980E-02    3.13923E-03   -4.30157E-03   -6.08739E-04    3.20789E-17     0.0000         0.0000        3.13923E-03   -6.08739E-04   -4.30157E-03    7.44081E-03    4.29599E-03
   7.20980E-02    3.13783E-03   -4.30300E-03   -6.04759E-04    1.01814E-16     0.0000         0.0000        3.13783E-03   -6.04759E-04   -4.30300E-03    7.44083E-03    4.29599E-03
   7.30980E-02    3.13660E-03   -4.30425E-03   -6.01574E-04    3.64835E-17     0.0000         0.0000        3.13660E-03   -6.01574E-04   -4.30425E-03    7.44085E-03    4.29599E-03
   7.40980E-02    3.13558E-03   -4.30528E-03   -5.99030E-04    8.34219E-17     0.0000         0.0000        3.13558E-03   -5.99030E-04   -4.30528E-03    7.44086E-03    4.29599E-03
   7.50980E-02    3.13477E-03   -4.30609E-03   -5.96996E-04    9.85378E-17     0.0000         0.0000        3.13477E-03   -5.96996E-04   -4.30609E-03    7.44086E-03    4.29599E-03
   7.60980E-02    3.13414E-03   -4.30673E-03   -5.95368E-04    1.20329E-17     0.0000         0.0000        3.13414E-03   -5.95368E-04   -4.30673E-03    7.44087E-03    4.29599E-03
   7.70980E-02    3.13363E-03   -4.30724E-03   -5.94065E-04    4.22871E-17     0.0000         0.0000        3.13363E-03   -5.94065E-04   -4.30724E-03    7.44087E-03    4.29599E-03
   7.80980E-02    3.13323E-03   -4.30765E-03   -5.93022E-04    5.15155E-19     0.0000         0.0000        3.13323E-03   -5.93022E-04   -4.30765E-03    7.44087E-03    4.29599E-03
   7.90980E-02    3.13290E-03   -4.30797E-03   -5.92188E-04    1.13413E-17     0.0000         0.0000        3.13290E-03   -5.92188E-04   -4.30797E-03    7.44087E-03    4.29599E-03
   8.00980E-02    3.13264E-03   -4.30824E-03   -5.91520E-04    5.26781E-17     0.0000         0.0000        3.13264E-03   -5.91520E-04   -4.30824E-03    7.44087E-03    4.29599E-03
   8.10980E-02    3.13243E-03   -4.30844E-03   -5.90986E-04    1.28992E-16     0.0000         0.0000        3.13243E-03   -5.90986E-04   -4.30844E-03    7.44087E-03    4.29599E-03
   8.20980E-02    3.13226E-03   -4.30861E-03   -5.90559E-04    2.50955E-17     0.0000         0.0000        3.13226E-03   -5.90559E-04   -4.30861E-03    7.44087E-03    4.29599E-03
   8.30980E-02    3.13213E-03   -4.30875E-03   -5.90217E-04    1.97748E-17     0.0000         0.0000        3.13213E-03   -5.90217E-04   -4.30875E-03    7.44087E-03    4.29599E-03
   8.40980E-02    3.13202E-03   -4.30885E-03   -5.89943E-04    4.64675E-18     0.0000         0.0000        3.13202E-03   -5.89943E-04   -4.30885E-03    7.44087E-03    4.29599E-03
   8.50980E-02    3.13193E-03   -4.30894E-03   -5.89724E-04    1.56758E-16     0.0000         0.0000        3.13193E-03   -5.89724E-04   -4.30894E-03    7.44087E-03    4.29599E-03
   8.60980E-02    3.13187E-03   -4.30901E-03   -5.89548E-04    1.01652E-16     0.0000         0.0000        3.13187E-03   -5.89548E-04   -4.30901E-03    7.44087E-03    4.29599E-03
   8.70980E-02    3.13181E-03   -4.30906E-03   -5.89408E-04    3.63584E-17     0.0000         0.0000        3.13181E-03   -5.89408E-04   -4.30906E-03    7.44087E-03    4.29599E-03
   8.80980E-02    3.13177E-03   -4.30911E-03   -5.89296E-04    1.77145E-17     0.0000         0.0000        3.13177E-03   -5.89296E-04   -4.30911E-03    7.44087E-03    4.29599E-03
   8.90980E-02    3.13173E-03   -4.30914E-03   -5.89206E-04    5.77008E-17     0.0000         0.0000        3.13173E-03   -5.89206E-04   -4.30914E-03    7.44087E-03    4.29599E-03
   9.00980E-02    3.13170E-03   -4.30917E-03   -5.89134E-04    1.26609E-17     0.0000         0.0000        3.13170E-03   -5.89134E-04   -4.30917E-03    7.44087E-03    4.29599E-03
   9.10980E-02    3.13168E-03   -4.30919E-03   -5.89077E-04   -4.47009E-17     0.0000         0.0000        3.13168E-03   -5.89077E-04   -4.30919E-03    7.44087E-03    4.29599E-03
   9.20980E-02    3.13166E-03   -4.30921E-03   -5.89031E-04    1.06938E-16     0.0000         0.0000        3.13166E-03   -5.89031E-04   -4.30921E-03    7.44087E-03    4.29599E-03
   9.30980E-02    3.13165E-03   -4.30923E-03   -5.88994E-04    1.06137E-16     0.0000         0.0000        3.13165E-03   -5.88994E-04   -4.30923E-03    7.44087E-03    4.29599E-03
   9.40980E-02    3.13164E-03   -4.30924E-03   -5.88964E-04   -3.66563E-17     0.0000         0.0000        3.13164E-03   -5.88964E-04   -4.30924E-03    7.44087E-03    4.29599E-03
   9.50980E-02    3.13163E-03   -4.30925E-03   -5.88941E-04    9.14061E-17     0.0000         0.0000        3.13163E-03   -5.88941E-04   -4.30925E-03    7.44087E-03    4.29599E-03
   9.60980E-02    3.13162E-03   -4.30925E-03   -5.88922E-04    6.10914E-17     0.0000         0.0000        3.13162E-03   -5.88922E-04   -4.30925E-03    7.44087E-03    4.29599E-03
   9.70980E-02    3.13161E-03   -4.30926E-03   -5.88907E-04    5.90748E-17     0.0000         0.0000        3.13161E-03   -5.88907E-04   -4.30926E-03    7.44087E-03    4.29599E-03
   9.80980E-02    3.13161E-03   -4.30926E-03   -5.88895E-04    7.93568E-17     0.0000         0.0000        3.13161E-03   -5.88895E-04   -4.30926E-03    7.44087E-03    4.29599E-03
   9.90490E-02    3.13161E-03   -4.30927E-03   -5.88885E-04    7.42390E-17     0.0000         0.0000        3.13161E-03   -5.88885E-04   -4.30927E-03    7.44087E-03    4.29599E-03
   0.10000        3.13160E-03   -4.30927E-03   -5.88878E-04    8.12142E-17     0.0000         0.0000        3.13160E-03   -5.88878E-04   -4.30927E-03    7.44087E-03    4.29599E-03
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
   7.88861E-31     0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000
